run,type,module,name,attrname,attrvalue,value
General-18-20191214-17:50:59-11140,param,,,*.**.nic.phy80211p.antenna,"xmldoc(""antenna.xml"", ""/root/Antenna[@id='monopole']"")",
General-18-20191214-17:50:59-11140,param,,,*.node[*].nic.phy80211p.antennaOffsetY,0 m,
General-18-20191214-17:50:59-11140,param,,,*.node[*].nic.phy80211p.antennaOffsetZ,1.895 m,
General-18-20191214-17:50:59-11140,param,,,*.**.nic.phy80211p.collectCollisionStatistics,true,
General-18-20191214-17:50:59-11140,param,,,*.node[*].applType,"""LHV""",
General-18-20191214-17:50:59-11140,param,,,*.node[*].appl.headerLength,80 bit,
General-18-20191214-17:50:59-11140,param,,,*.node[*].appl.sendBeacons,false,
General-18-20191214-17:50:59-11140,param,,,*.node[*].appl.dataOnSch,false,
General-18-20191214-17:50:59-11140,param,,,*.node[*].appl.beaconInterval,1s,
General-18-20191214-17:50:59-11140,param,,,*.node[*].veinsmobility.x,0,
General-18-20191214-17:50:59-11140,param,,,*.node[*].veinsmobility.y,0,
General-18-20191214-17:50:59-11140,param,,,*.node[*].veinsmobility.z,0,
General-18-20191214-17:50:59-11140,param,,,*.node[*].veinsmobility.setHostSpeed,false,
General-18-20191214-17:50:59-11140,param,,,*.node[5].veinsmobility.accidentCount,1,
General-18-20191214-17:50:59-11140,param,,,*.node[5].veinsmobility.accidentStart,353s,
General-18-20191214-17:50:59-11140,param,,,*.node[5].veinsmobility.accidentDuration,100000s,
General-18-20191214-17:50:59-11140,param,,,*.node[22].veinsmobility.accidentCount,1,
General-18-20191214-17:50:59-11140,param,,,*.node[22].veinsmobility.accidentStart,320s,
General-18-20191214-17:50:59-11140,param,,,*.node[22].veinsmobility.accidentDuration,100000s,
General-15-20191214-17:43:32-11140,runattr,,,configname,General,
General-15-20191214-17:43:32-11140,runattr,,,datetime,20191214-17:43:32,
General-15-20191214-17:43:32-11140,runattr,,,experiment,General,
General-15-20191214-17:43:32-11140,runattr,,,inifile,lhv.ini,
General-15-20191214-17:43:32-11140,runattr,,,iterationvars,,
General-15-20191214-17:43:32-11140,runattr,,,iterationvarsf,,
General-15-20191214-17:43:32-11140,runattr,,,measurement,,
General-15-20191214-17:43:32-11140,runattr,,,network,RSUExampleScenario,
General-15-20191214-17:43:32-11140,runattr,,,processid,11140,
General-15-20191214-17:43:32-11140,runattr,,,repetition,15,
General-15-20191214-17:43:32-11140,runattr,,,replication,#15,
General-15-20191214-17:43:32-11140,runattr,,,resultdir,results,
General-15-20191214-17:43:32-11140,runattr,,,runnumber,15,
General-15-20191214-17:43:32-11140,runattr,,,seedset,15,
General-15-20191214-17:43:32-11140,param,,,*.playgroundSizeX,5100m,
General-15-20191214-17:43:32-11140,param,,,*.playgroundSizeY,50m,
General-15-20191214-17:43:32-11140,param,,,*.playgroundSizeZ,50m,
General-15-20191214-17:43:32-11140,param,,,*.annotations.draw,true,
General-15-20191214-17:43:32-11140,param,,,*.manager.updateInterval,1s,
General-15-20191214-17:43:32-11140,param,,,*.manager.host,"""localhost""",
General-15-20191214-17:43:32-11140,param,,,*.manager.port,9999,
General-15-20191214-17:43:32-11140,param,,,*.manager.autoShutdown,true,
General-15-20191214-17:43:32-11140,param,,,*.manager.launchConfig,"xmldoc(""erlangen.launchd.xml"")",
General-15-20191214-17:43:32-11140,param,,,*.rsu[0].mobility.x,0,
General-15-20191214-17:43:32-11140,param,,,*.rsu[0].mobility.y,0,
General-15-20191214-17:43:32-11140,param,,,*.rsu[0].mobility.z,3,
General-15-20191214-17:43:32-11140,param,,,*.rsu[*].applType,"""TraCIDemoRSU11p""",
General-15-20191214-17:43:32-11140,param,,,*.rsu[*].appl.headerLength,80 bit,
General-15-20191214-17:43:32-11140,param,,,*.rsu[*].appl.sendBeacons,false,
General-15-20191214-17:43:32-11140,param,,,*.rsu[*].appl.dataOnSch,false,
General-15-20191214-17:43:32-11140,param,,,*.rsu[*].appl.beaconInterval,1s,
General-15-20191214-17:43:32-11140,param,,,*.rsu[*].appl.beaconUserPriority,7,
General-15-20191214-17:43:32-11140,param,,,*.rsu[*].appl.dataUserPriority,5,
General-15-20191214-17:43:32-11140,param,,,*.rsu[*].nic.phy80211p.antennaOffsetZ,0 m,
General-15-20191214-17:43:32-11140,param,,,*.connectionManager.sendDirect,true,
General-15-20191214-17:43:32-11140,param,,,*.connectionManager.maxInterfDist,2600m,
General-15-20191214-17:43:32-11140,param,,,*.connectionManager.drawMaxIntfDist,false,
General-15-20191214-17:43:32-11140,param,,,*.**.nic.mac1609_4.useServiceChannel,false,
General-15-20191214-17:43:32-11140,param,,,*.**.nic.mac1609_4.txPower,5mW,
General-15-20191214-17:43:32-11140,param,,,*.**.nic.mac1609_4.bitrate,6Mbps,
General-15-20191214-17:43:32-11140,param,,,*.**.nic.phy80211p.minPowerLevel,-110dBm,
General-15-20191214-17:43:32-11140,param,,,*.**.nic.phy80211p.useNoiseFloor,true,
General-15-20191214-17:43:32-11140,param,,,*.**.nic.phy80211p.noiseFloor,-55dBm,
General-15-20191214-17:43:32-11140,param,,,*.**.nic.phy80211p.decider,"xmldoc(""config.xml"")",
General-15-20191214-17:43:32-11140,param,,,*.**.nic.phy80211p.analogueModels,"xmldoc(""config.xml"")",
General-15-20191214-17:43:32-11140,param,,,*.**.nic.phy80211p.usePropagationDelay,true,
General-15-20191214-17:43:32-11140,param,,,*.**.nic.phy80211p.antenna,"xmldoc(""antenna.xml"", ""/root/Antenna[@id='monopole']"")",
General-15-20191214-17:43:32-11140,param,,,*.node[*].nic.phy80211p.antennaOffsetY,0 m,
General-15-20191214-17:43:32-11140,param,,,*.node[*].nic.phy80211p.antennaOffsetZ,1.895 m,
General-15-20191214-17:43:32-11140,param,,,*.**.nic.phy80211p.collectCollisionStatistics,true,
General-15-20191214-17:43:32-11140,param,,,*.node[*].applType,"""LHV""",
General-15-20191214-17:43:32-11140,param,,,*.node[*].appl.headerLength,80 bit,
General-15-20191214-17:43:32-11140,param,,,*.node[*].appl.sendBeacons,false,
General-15-20191214-17:43:32-11140,param,,,*.node[*].appl.dataOnSch,false,
General-15-20191214-17:43:32-11140,param,,,*.node[*].appl.beaconInterval,1s,
General-15-20191214-17:43:32-11140,param,,,*.node[*].veinsmobility.x,0,
General-15-20191214-17:43:32-11140,param,,,*.node[*].veinsmobility.y,0,
General-15-20191214-17:43:32-11140,param,,,*.node[*].veinsmobility.z,0,
General-15-20191214-17:43:32-11140,param,,,*.node[*].veinsmobility.setHostSpeed,false,
General-15-20191214-17:43:32-11140,param,,,*.node[5].veinsmobility.accidentCount,1,
General-15-20191214-17:43:32-11140,param,,,*.node[5].veinsmobility.accidentStart,353s,
General-15-20191214-17:43:32-11140,param,,,*.node[5].veinsmobility.accidentDuration,100000s,
General-15-20191214-17:43:32-11140,param,,,*.node[22].veinsmobility.accidentCount,1,
General-15-20191214-17:43:32-11140,param,,,*.node[22].veinsmobility.accidentStart,320s,
General-15-20191214-17:43:32-11140,param,,,*.node[22].veinsmobility.accidentDuration,100000s,
General-15-20191214-17:43:32-11140,param,,,*.playgroundSizeX,5100m,
General-15-20191214-17:43:32-11140,param,,,*.playgroundSizeY,50m,
General-15-20191214-17:43:32-11140,param,,,*.playgroundSizeZ,50m,
General-15-20191214-17:43:32-11140,param,,,*.annotations.draw,true,
General-15-20191214-17:43:32-11140,param,,,*.manager.updateInterval,1s,
General-15-20191214-17:43:32-11140,param,,,*.manager.host,"""localhost""",
General-15-20191214-17:43:32-11140,param,,,*.manager.port,9999,
General-15-20191214-17:43:32-11140,param,,,*.manager.autoShutdown,true,
General-15-20191214-17:43:32-11140,param,,,*.manager.launchConfig,"xmldoc(""erlangen.launchd.xml"")",
General-15-20191214-17:43:32-11140,param,,,*.rsu[0].mobility.x,0,
General-15-20191214-17:43:32-11140,param,,,*.rsu[0].mobility.y,0,
General-15-20191214-17:43:32-11140,param,,,*.rsu[0].mobility.z,3,
General-15-20191214-17:43:32-11140,param,,,*.rsu[*].applType,"""TraCIDemoRSU11p""",
General-15-20191214-17:43:32-11140,param,,,*.rsu[*].appl.headerLength,80 bit,
General-15-20191214-17:43:32-11140,param,,,*.rsu[*].appl.sendBeacons,false,
General-15-20191214-17:43:32-11140,param,,,*.rsu[*].appl.dataOnSch,false,
General-15-20191214-17:43:32-11140,param,,,*.rsu[*].appl.beaconInterval,1s,
General-15-20191214-17:43:32-11140,param,,,*.rsu[*].appl.beaconUserPriority,7,
General-15-20191214-17:43:32-11140,param,,,*.rsu[*].appl.dataUserPriority,5,
General-15-20191214-17:43:32-11140,param,,,*.rsu[*].nic.phy80211p.antennaOffsetZ,0 m,
General-15-20191214-17:43:32-11140,param,,,*.connectionManager.sendDirect,true,
General-15-20191214-17:43:32-11140,param,,,*.connectionManager.maxInterfDist,2600m,
General-15-20191214-17:43:32-11140,param,,,*.connectionManager.drawMaxIntfDist,false,
General-15-20191214-17:43:32-11140,param,,,*.**.nic.mac1609_4.useServiceChannel,false,
General-15-20191214-17:43:32-11140,param,,,*.**.nic.mac1609_4.txPower,5mW,
General-15-20191214-17:43:32-11140,param,,,*.**.nic.mac1609_4.bitrate,6Mbps,
General-15-20191214-17:43:32-11140,param,,,*.**.nic.phy80211p.minPowerLevel,-110dBm,
General-15-20191214-17:43:32-11140,param,,,*.**.nic.phy80211p.useNoiseFloor,true,
General-15-20191214-17:43:32-11140,param,,,*.**.nic.phy80211p.noiseFloor,-55dBm,
General-15-20191214-17:43:32-11140,param,,,*.**.nic.phy80211p.decider,"xmldoc(""config.xml"")",
General-15-20191214-17:43:32-11140,param,,,*.**.nic.phy80211p.analogueModels,"xmldoc(""config.xml"")",
General-15-20191214-17:43:32-11140,param,,,*.**.nic.phy80211p.usePropagationDelay,true,
General-15-20191214-17:43:32-11140,param,,,*.**.nic.phy80211p.antenna,"xmldoc(""antenna.xml"", ""/root/Antenna[@id='monopole']"")",
General-15-20191214-17:43:32-11140,param,,,*.node[*].nic.phy80211p.antennaOffsetY,0 m,
General-15-20191214-17:43:32-11140,param,,,*.node[*].nic.phy80211p.antennaOffsetZ,1.895 m,
General-15-20191214-17:43:32-11140,param,,,*.**.nic.phy80211p.collectCollisionStatistics,true,
General-15-20191214-17:43:32-11140,param,,,*.node[*].applType,"""LHV""",
General-15-20191214-17:43:32-11140,param,,,*.node[*].appl.headerLength,80 bit,
General-15-20191214-17:43:32-11140,param,,,*.node[*].appl.sendBeacons,false,
General-15-20191214-17:43:32-11140,param,,,*.node[*].appl.dataOnSch,false,
General-15-20191214-17:43:32-11140,param,,,*.node[*].appl.beaconInterval,1s,
General-15-20191214-17:43:32-11140,param,,,*.node[*].veinsmobility.x,0,
General-15-20191214-17:43:32-11140,param,,,*.node[*].veinsmobility.y,0,
General-15-20191214-17:43:32-11140,param,,,*.node[*].veinsmobility.z,0,
General-15-20191214-17:43:32-11140,param,,,*.node[*].veinsmobility.setHostSpeed,false,
General-15-20191214-17:43:32-11140,param,,,*.node[5].veinsmobility.accidentCount,1,
General-15-20191214-17:43:32-11140,param,,,*.node[5].veinsmobility.accidentStart,353s,
General-15-20191214-17:43:32-11140,param,,,*.node[5].veinsmobility.accidentDuration,100000s,
General-15-20191214-17:43:32-11140,param,,,*.node[22].veinsmobility.accidentCount,1,
General-15-20191214-17:43:32-11140,param,,,*.node[22].veinsmobility.accidentStart,320s,
General-15-20191214-17:43:32-11140,param,,,*.node[22].veinsmobility.accidentDuration,100000s,
General-23-20191214-18:03:43-11140,runattr,,,configname,General,
General-23-20191214-18:03:43-11140,runattr,,,datetime,20191214-18:03:43,
General-23-20191214-18:03:43-11140,runattr,,,experiment,General,
General-23-20191214-18:03:43-11140,runattr,,,inifile,lhv.ini,
General-23-20191214-18:03:43-11140,runattr,,,iterationvars,,
General-23-20191214-18:03:43-11140,runattr,,,iterationvarsf,,
General-23-20191214-18:03:43-11140,runattr,,,measurement,,
General-23-20191214-18:03:43-11140,runattr,,,network,RSUExampleScenario,
General-23-20191214-18:03:43-11140,runattr,,,processid,11140,
General-23-20191214-18:03:43-11140,runattr,,,repetition,23,
General-23-20191214-18:03:43-11140,runattr,,,replication,#23,
General-23-20191214-18:03:43-11140,runattr,,,resultdir,results,
General-23-20191214-18:03:43-11140,runattr,,,runnumber,23,
General-23-20191214-18:03:43-11140,runattr,,,seedset,23,
General-23-20191214-18:03:43-11140,param,,,*.playgroundSizeX,5100m,
General-23-20191214-18:03:43-11140,param,,,*.playgroundSizeY,50m,
General-23-20191214-18:03:43-11140,param,,,*.playgroundSizeZ,50m,
General-23-20191214-18:03:43-11140,param,,,*.annotations.draw,true,
General-23-20191214-18:03:43-11140,param,,,*.manager.updateInterval,1s,
General-23-20191214-18:03:43-11140,param,,,*.manager.host,"""localhost""",
General-23-20191214-18:03:43-11140,param,,,*.manager.port,9999,
General-23-20191214-18:03:43-11140,param,,,*.manager.autoShutdown,true,
General-23-20191214-18:03:43-11140,param,,,*.manager.launchConfig,"xmldoc(""erlangen.launchd.xml"")",
General-23-20191214-18:03:43-11140,param,,,*.rsu[0].mobility.x,0,
General-23-20191214-18:03:43-11140,param,,,*.rsu[0].mobility.y,0,
General-23-20191214-18:03:43-11140,param,,,*.rsu[0].mobility.z,3,
General-23-20191214-18:03:43-11140,param,,,*.rsu[*].applType,"""TraCIDemoRSU11p""",
General-23-20191214-18:03:43-11140,param,,,*.rsu[*].appl.headerLength,80 bit,
General-23-20191214-18:03:43-11140,param,,,*.rsu[*].appl.sendBeacons,false,
General-23-20191214-18:03:43-11140,param,,,*.rsu[*].appl.dataOnSch,false,
General-23-20191214-18:03:43-11140,param,,,*.rsu[*].appl.beaconInterval,1s,
General-23-20191214-18:03:43-11140,param,,,*.rsu[*].appl.beaconUserPriority,7,
General-23-20191214-18:03:43-11140,param,,,*.rsu[*].appl.dataUserPriority,5,
General-23-20191214-18:03:43-11140,param,,,*.rsu[*].nic.phy80211p.antennaOffsetZ,0 m,
General-23-20191214-18:03:43-11140,param,,,*.connectionManager.sendDirect,true,
General-23-20191214-18:03:43-11140,param,,,*.connectionManager.maxInterfDist,2600m,
General-23-20191214-18:03:43-11140,param,,,*.connectionManager.drawMaxIntfDist,false,
General-23-20191214-18:03:43-11140,param,,,*.**.nic.mac1609_4.useServiceChannel,false,
General-23-20191214-18:03:43-11140,param,,,*.**.nic.mac1609_4.txPower,5mW,
General-23-20191214-18:03:43-11140,param,,,*.**.nic.mac1609_4.bitrate,6Mbps,
General-23-20191214-18:03:43-11140,param,,,*.**.nic.phy80211p.minPowerLevel,-110dBm,
General-23-20191214-18:03:43-11140,param,,,*.**.nic.phy80211p.useNoiseFloor,true,
General-23-20191214-18:03:43-11140,param,,,*.**.nic.phy80211p.noiseFloor,-55dBm,
General-23-20191214-18:03:43-11140,param,,,*.**.nic.phy80211p.decider,"xmldoc(""config.xml"")",
General-23-20191214-18:03:43-11140,param,,,*.**.nic.phy80211p.analogueModels,"xmldoc(""config.xml"")",
General-23-20191214-18:03:43-11140,param,,,*.**.nic.phy80211p.usePropagationDelay,true,
General-23-20191214-18:03:43-11140,param,,,*.**.nic.phy80211p.antenna,"xmldoc(""antenna.xml"", ""/root/Antenna[@id='monopole']"")",
General-23-20191214-18:03:43-11140,param,,,*.node[*].nic.phy80211p.antennaOffsetY,0 m,
General-23-20191214-18:03:43-11140,param,,,*.node[*].nic.phy80211p.antennaOffsetZ,1.895 m,
General-23-20191214-18:03:43-11140,param,,,*.**.nic.phy80211p.collectCollisionStatistics,true,
General-23-20191214-18:03:43-11140,param,,,*.node[*].applType,"""LHV""",
General-23-20191214-18:03:43-11140,param,,,*.node[*].appl.headerLength,80 bit,
General-23-20191214-18:03:43-11140,param,,,*.node[*].appl.sendBeacons,false,
General-23-20191214-18:03:43-11140,param,,,*.node[*].appl.dataOnSch,false,
General-23-20191214-18:03:43-11140,param,,,*.node[*].appl.beaconInterval,1s,
General-23-20191214-18:03:43-11140,param,,,*.node[*].veinsmobility.x,0,
General-23-20191214-18:03:43-11140,param,,,*.node[*].veinsmobility.y,0,
General-23-20191214-18:03:43-11140,param,,,*.node[*].veinsmobility.z,0,
General-23-20191214-18:03:43-11140,param,,,*.node[*].veinsmobility.setHostSpeed,false,
General-23-20191214-18:03:43-11140,param,,,*.node[5].veinsmobility.accidentCount,1,
General-23-20191214-18:03:43-11140,param,,,*.node[5].veinsmobility.accidentStart,353s,
General-23-20191214-18:03:43-11140,param,,,*.node[5].veinsmobility.accidentDuration,100000s,
General-23-20191214-18:03:43-11140,param,,,*.node[22].veinsmobility.accidentCount,1,
General-23-20191214-18:03:43-11140,param,,,*.node[22].veinsmobility.accidentStart,320s,
General-23-20191214-18:03:43-11140,param,,,*.node[22].veinsmobility.accidentDuration,100000s,
General-23-20191214-18:03:43-11140,param,,,*.playgroundSizeX,5100m,
General-23-20191214-18:03:43-11140,param,,,*.playgroundSizeY,50m,
General-23-20191214-18:03:43-11140,param,,,*.playgroundSizeZ,50m,
General-23-20191214-18:03:43-11140,param,,,*.annotations.draw,true,
General-23-20191214-18:03:43-11140,param,,,*.manager.updateInterval,1s,
General-23-20191214-18:03:43-11140,param,,,*.manager.host,"""localhost""",
General-23-20191214-18:03:43-11140,param,,,*.manager.port,9999,
General-23-20191214-18:03:43-11140,param,,,*.manager.autoShutdown,true,
General-23-20191214-18:03:43-11140,param,,,*.manager.launchConfig,"xmldoc(""erlangen.launchd.xml"")",
General-23-20191214-18:03:43-11140,param,,,*.rsu[0].mobility.x,0,
General-23-20191214-18:03:43-11140,param,,,*.rsu[0].mobility.y,0,
General-23-20191214-18:03:43-11140,param,,,*.rsu[0].mobility.z,3,
General-23-20191214-18:03:43-11140,param,,,*.rsu[*].applType,"""TraCIDemoRSU11p""",
General-23-20191214-18:03:43-11140,param,,,*.rsu[*].appl.headerLength,80 bit,
General-23-20191214-18:03:43-11140,param,,,*.rsu[*].appl.sendBeacons,false,
General-23-20191214-18:03:43-11140,param,,,*.rsu[*].appl.dataOnSch,false,
General-23-20191214-18:03:43-11140,param,,,*.rsu[*].appl.beaconInterval,1s,
General-23-20191214-18:03:43-11140,param,,,*.rsu[*].appl.beaconUserPriority,7,
General-23-20191214-18:03:43-11140,param,,,*.rsu[*].appl.dataUserPriority,5,
General-23-20191214-18:03:43-11140,param,,,*.rsu[*].nic.phy80211p.antennaOffsetZ,0 m,
General-23-20191214-18:03:43-11140,param,,,*.connectionManager.sendDirect,true,
General-23-20191214-18:03:43-11140,param,,,*.connectionManager.maxInterfDist,2600m,
General-23-20191214-18:03:43-11140,param,,,*.connectionManager.drawMaxIntfDist,false,
General-23-20191214-18:03:43-11140,param,,,*.**.nic.mac1609_4.useServiceChannel,false,
General-23-20191214-18:03:43-11140,param,,,*.**.nic.mac1609_4.txPower,5mW,
General-23-20191214-18:03:43-11140,param,,,*.**.nic.mac1609_4.bitrate,6Mbps,
General-23-20191214-18:03:43-11140,param,,,*.**.nic.phy80211p.minPowerLevel,-110dBm,
General-23-20191214-18:03:43-11140,param,,,*.**.nic.phy80211p.useNoiseFloor,true,
General-23-20191214-18:03:43-11140,param,,,*.**.nic.phy80211p.noiseFloor,-55dBm,
General-23-20191214-18:03:43-11140,param,,,*.**.nic.phy80211p.decider,"xmldoc(""config.xml"")",
General-23-20191214-18:03:43-11140,param,,,*.**.nic.phy80211p.analogueModels,"xmldoc(""config.xml"")",
General-23-20191214-18:03:43-11140,param,,,*.**.nic.phy80211p.usePropagationDelay,true,
General-23-20191214-18:03:43-11140,param,,,*.**.nic.phy80211p.antenna,"xmldoc(""antenna.xml"", ""/root/Antenna[@id='monopole']"")",
General-23-20191214-18:03:43-11140,param,,,*.node[*].nic.phy80211p.antennaOffsetY,0 m,
General-23-20191214-18:03:43-11140,param,,,*.node[*].nic.phy80211p.antennaOffsetZ,1.895 m,
General-23-20191214-18:03:43-11140,param,,,*.**.nic.phy80211p.collectCollisionStatistics,true,
General-23-20191214-18:03:43-11140,param,,,*.node[*].applType,"""LHV""",
General-23-20191214-18:03:43-11140,param,,,*.node[*].appl.headerLength,80 bit,
General-23-20191214-18:03:43-11140,param,,,*.node[*].appl.sendBeacons,false,
General-23-20191214-18:03:43-11140,param,,,*.node[*].appl.dataOnSch,false,
General-23-20191214-18:03:43-11140,param,,,*.node[*].appl.beaconInterval,1s,
General-23-20191214-18:03:43-11140,param,,,*.node[*].veinsmobility.x,0,
General-23-20191214-18:03:43-11140,param,,,*.node[*].veinsmobility.y,0,
