run,type,module,name,attrname,attrvalue,value
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[563].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[565].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[567].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[569].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[571].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[573].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[575].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[577].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[579].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[58].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[581].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[583].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[585].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[587].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[589].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[591].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[593].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[595].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[597].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[599].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[6].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[60].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[601].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[603].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[605].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[607].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[609].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[611].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[613].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[615].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[617].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[619].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[62].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[621].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[623].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[625].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[627].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[629].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[631].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[633].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[635].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[637].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[639].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[64].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[641].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[643].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[645].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[647].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[649].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[651].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[653].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[655].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[657].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[659].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[66].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[661].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[663].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[665].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[667].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[669].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[671].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[673].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[675].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[677].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[679].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[68].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[681].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[683].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[685].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[687].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[689].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[691].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[693].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[695].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[697].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[699].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[70].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[701].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[703].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[705].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[707].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[709].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[711].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[713].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[715].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[717].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[719].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[73].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[721].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[723].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[725].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[727].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[729].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[731].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[733].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[735].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[737].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[739].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[75].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[741].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[743].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[745].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[747].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[749].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[751].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[754].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[756].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[758].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[760].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[76].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[762].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[764].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[766].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[768].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[770].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[772].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[774].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[775].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[777].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[779].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[78].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[782].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[784].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[786].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[788].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[790].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[792].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[794].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[796].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[798].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[800].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[8].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[80].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[802].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[804].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[806].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[808].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[810].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[812].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[814].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[816].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[818].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[820].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[82].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[822].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[824].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[826].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[828].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[830].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[832].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[834].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[836].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[838].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[840].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[84].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[842].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[844].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[846].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[848].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[850].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[852].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[854].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[856].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[858].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[860].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[86].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[862].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[864].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[866].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[868].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[870].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[872].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[874].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[876].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[878].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[880].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[88].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[882].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[884].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[886].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[888].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[890].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[892].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[894].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[896].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[898].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[900].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[90].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[902].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[904].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[906].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[908].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[910].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[912].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[914].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[916].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[918].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[920].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[92].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[922].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[924].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[926].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[928].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[930].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[932].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[934].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[936].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[938].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[940].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[94].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[942].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[944].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[946].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[948].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[950].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[952].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[954].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[956].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[958].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[960].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[96].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[962].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[964].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[966].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[968].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[970].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[972].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[974].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[976].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[978].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[980].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[98].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[982].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[984].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[986].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[988].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[990].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[992].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[994].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[996].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[998].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[1000].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[10].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[100].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[1002].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[1004].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[1006].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[1008].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[1010].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[1012].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[1014].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[1016].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[1018].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[1020].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[102].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[1022].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[1024].nic.phy80211p,ncollisions,,,0
General-16-20191214-17:45:57-11140,scalar,RSUExampleScenario.node[1026].nic.phy80211p,ncollisions,,,0
